rna29947	Xetrov90000001m.g
rna44340	arhgef10l
rna36515	LOC100495568
rna57582	LOC100489882
rna49711	LOC100489712
rna33268	Xetrov90028765m.g
rna35358	LOC101734798
rna33780	Xetrov90028766m.g
rna4834	LOC105945772
rna4833	LOC105945772
rna4835	LOC105945772
rna4836	LOC105945772
rna4839	LOC105945772
rna4837	LOC105945772
rna4838	LOC105945772
rna4840	LOC105945772
rna4832	LOC105945772
rna4841	LOC105945772
rna34771	Xetrov90028769m.g
rna33055	Xetrov90028770m.g
rna34183	Xetrov90028771m.g
rna34691	Xetrov90028772m.g
rna4023	LOC108645249
rna4024	LOC108645249
rna4025	LOC108645249
rna32831	Xetrov90028774m.g
rna58914	LOC101731415
rna58915	LOC101731415
rna23082	LOC101731235
rna23083	LOC101731235
rna23081	LOC101731235
rna23084	LOC101731235
rna31472	Xetrov90028777m.g
rna31977	LOC101733480
rna33126	Xetrov90028779m.g
rna44786	st5
rna20414	LOC100492375
rna20413	LOC100492375
rna19071	LOC100495848
rna19072	LOC100495848
rna19070	LOC100495848
rna34182	Xetrov90028782m.g
rna28830	Xetrov90028784m.g
rna33482	Xetrov90028785m.g
rna31125	Xetrov90028786m.g
rna28279	Xetrov90028787m.g
rna46447	hspb7
rna29426	LOC100496008
rna56627	LOC100496008
rna63042	zbtb17
rna35200	spen
rna35201	spen
rna35202	spen
rna35203	spen
rna38125	LOC105945773
rna36258	fblim1
rna31338	Xetrov90028790m.g
rna36909	tpx2
rna33944	Xetrov90028792m.g
rna32651	Xetrov90028792m.g
rna35223	LOC108645250
rna29982	Xetrov90028794m.g
rna34577	Xetrov90028795m.g
rna28320	Xetrov90028796m.g
rna29280	Xetrov90028796m.g
rna30299	Xetrov90028797m.g
rna28002	Xetrov90028798m.g
rna32470	Xetrov90028799m.g
rna31991	Xetrov90028800m.g
rna55106	LOC101730331
rna60592	LOC108645477
rna40539	LOC100496088
rna29612	Xetrov90028802m.g
rna15096	spag17
rna15095	spag17
rna43001	LOC101730601
rna29220	Xetrov90028805m.g
rna31812	Xetrov90028805m.g
rna34683	Xetrov90028806m.g
rna52000	LOC108645253
rna47716	LOC108645252
rna46683	LOC108645251
rna46684	LOC108645251
rna46686	LOC108645251
rna46685	LOC108645251
rna46688	LOC108645251
rna46687	LOC108645251
rna29664	Xetrov90028807m.g
rna50764	LOC101730665
rna38811	smarcd3
rna63507	chpf2
rna28915	Xetrov90028809m.g
rna29230	Xetrov90028810m.g
rna34192	Xetrov90028811m.g
rna30231	Xetrov90028812m.g
rna27807	Xetrov90028813m.g
rna32253	Xetrov90028814m.g
rna29854	Xetrov90028815m.g
rna34308	Xetrov90028816m.g
rna28230	Xetrov90028817m.g
rna55617	LOC100486867
rna43344	tectb
rna34745	Xetrov90028820m.g
rna46585	itprip
rna32390	Xetrov90028822m.g
rna55535	cfap58
rna31958	Xetrov90028824m.g
rna39665	LOC100496354
rna61967	stab1
rna39372	LOC100496875
rna52469	znf37a
rna52470	znf37a
rna52471	znf37a
rna52472	znf37a
rna60421	LOC100497356
rna20398	art1
rna20399	art1
rna48038	LOC101730838
rna55815	LOC101730882
rna6104	LOC101731014
rna6103	LOC101731014
rna57940	pparg
rna31666	Xetrov90028833m.g
rna43566	arsg
rna50196	slc16a6
rna31655	Xetrov90028836m.g
rna61621	gna13
rna39276	LOC101731116
rna39277	LOC101731116
rna36635	isy1
rna44251	LOC101731216
rna60245	LOC108645254
rna30988	Xetrov90028841m.g
rna54052	prmt3
rna33283	Xetrov90028842m.g
rna33653	Xetrov90028843m.g
rna44399	LOC108645255
rna34652	LOC101734001
rna32009	Xetrov90028845m.g
rna29419	LOC101734001
rna30254	LOC101733559
rna38149	plec
rna17183	LOC100496133
rna17182	LOC100496133
rna47794	hrh1
rna44986	LOC100496267
rna51352	LOC108645480
rna30506	Xetrov90028853m.g
rna61084	LOC101731523
rna11615	bod1
rna11614	bod1
rna11616	bod1
rna11617	bod1
rna11618	bod1
rna11619	bod1
rna11620	bod1
rna50808	LOC105945779
rna33976	Xetrov90028856m.g
rna34086	Xetrov90028857m.g
rna47361	LOC101731591
rna55982	LOC100495744
rna42799	agap3
rna42800	agap3
rna28952	Xetrov90028859m.g
rna64169	LOC101731783
rna49698	LOC100496293
rna37522	LOC108645258
rna54946	LOC105945782
rna54947	LOC105945782
rna58005	LOC108645256
rna37160	LOC108645257
rna42266	LOC108644502
rna24528	LOC108644507
rna59590	LOC101731819
rna34994	LOC108645481
rna45341	LOC101731914
rna56151	LOC105946130
rna17596	pomc
rna17597	pomc
rna4032	efr3b
rna4033	efr3b
rna4031	efr3b
rna4030	efr3b
rna57659	LOC101734345
rna53057	cacna1d
rna28519	cacna1d
rna60028	LOC101733681
rna33568	Xetrov90028868m.g
rna33233	Xetrov90028869m.g
rna36644	rcc2
rna34936	LOC101734390
rna41926	LOC105945784
rna52738	LOC100498654
rna62085	atg16l2
rna62086	atg16l2
rna62087	atg16l2
rna62089	atg16l2
rna62088	atg16l2
rna28876	Xetrov90028875m.g
rna32656	Xetrov90028877m.g
rna32657	Xetrov90028877m.g
rna33806	Xetrov90028878m.g
rna45417	LOC105946131
rna28262	Xetrov90028879m.g
rna28243	Xetrov90028880m.g
rna36332	LOC108645259
rna42443	LOC100492520
rna49964	LOC105945859
rna56930	LOC105945858
rna62480	LOC100490809
rna44386	LOC100492863
rna61233	LOC101730743
rna29246	Xetrov90028881m.g
rna21633	LOC101732085
rna21632	LOC101732085
rna21634	LOC101732085
rna54412	LOC101732130
rna58407	clasp1
rna32642	Xetrov90028883m.g
rna48157	LOC105948509
rna52624	nifk
rna57203	LOC105948337
rna39278	mllt4
rna47736	LOC108645260
rna28478	LOC100490228
rna48965	LOC100490228
rna37072	LOC100496360
rna41897	LOC100489443
rna46742	LOC101732242
rna55299	mras
rna31659	Xetrov90028891m.g
rna51260	LOC100496442
rna30200	Xetrov90028893m.g
rna34864	Xetrov90028894m.g
rna31060	Xetrov90028895m.g
rna33760	Xetrov90028896m.g
rna62062	mgrn1
rna63022	igfals
rna51637	ccdc78
rna51638	ccdc78
rna51639	ccdc78
rna26956	fam173a
rna26955	fam173a
rna34983	fbxl16
rna58220	wdr24
rna48327	LOC108645482
rna35424	LOC100491612
rna63658	LOC101732668
rna51936	myod1
rna32448	Xetrov90028904m.g
rna28298	Xetrov90028905m.g
rna34330	Xetrov90028905m.g
rna33977	Xetrov90028906m.g
rna29277	Xetrov90028907m.g
rna31768	Xetrov90028908m.g
rna43929	LOC100493194
rna46161	LOC101732847
rna57085	LOC101735178
rna50408	LOC100497718
rna45547	LOC108645501
rna34031	Xetrov90028911m.g
rna47670	tefm
rna40810	atad5
rna60186	crlf3
rna60187	crlf3
rna55933	suz12
rna55934	suz12
rna59985	utp6
rna50546	LOC100495727
rna62248	LOC108645502
rna62247	LOC108645502
rna38953	dcp1a
rna52145	tkt
rna60439	tmem40
rna36934	arap1
rna53511	hoxc9
rna29649	LOC101731893
rna32926	LOC100489072
rna30235	LOC100489072
rna61987	LOC100495380
rna40596	LOC101734799
rna35476	camk2n1
rna43694	LOC105945789
rna39460	vwa5b1
rna61755	LOC108645503
rna47587	kcnt2
rna51650	LOC100493904
rna31054	LOC100493904
rna18722	camsap1
rna18720	camsap1
rna18719	camsap1
rna18721	camsap1
rna26812	ubac1
rna26811	ubac1
rna30224	LOC100488526
rna53699	LOC101734926
rna54814	LOC101730557
rna47746	sema4a
rna32096	Xetrov90028939m.g
rna42016	lmna
rna29301	Xetrov90028941m.g
rna44706	LOC108645504
rna31476	Xetrov90028943m.g
rna41726	LOC100145051
rna63083	LOC100489438
rna50986	mvp
rna44425	kif22
rna293	pagr1
rna292	pagr1
rna294	pagr1
rna1029	kif22
rna1028	kif22
rna55007	maz
rna55008	maz
rna38076	LOC105945793
rna31788	Xetrov90028950m.g
rna44363	prrt2
rna28912	Xetrov90028952m.g
rna50835	LOC101731350
rna50807	LOC100496561
rna55039	gtf2h4
rna30570	Xetrov90028955m.g
rna32220	Xetrov90028956m.g
rna33018	Xetrov90028956m.g
rna17356	gata5
rna17357	gata5
rna34520	Xetrov90028958m.g
rna10789	LOC105946134
rna10788	LOC105946134
rna39522	LOC105946135
rna28471	Xetrov90028960m.g
rna62479	LOC101730332
rna16111	LOC108645261
rna16112	LOC108645261
rna40334	pex11b
rna54898	agmat
rna54899	agmat
rna38187	LOC108645262
rna44467	dnajc16
rna17089	ctrc
rna17090	ctrc
rna37566	cela2a
rna37567	cela2a
rna39188	casp9
rna63655	LOC101730561
rna50544	LOC100496878
rna49044	LOC108645264
rna34845	Xetrov90028971m.g
rna28589	Xetrov90028972m.g
rna30016	Xetrov90028973m.g
rna55243	LOC108645263
rna55244	LOC108645263
rna31004	Xetrov90028974m.g
rna31656	Xetrov90028975m.g
rna36338	itpr2
rna29797	Xetrov90028976m.g
rna32898	Xetrov90028976m.g
rna40375	LOC101730666
rna35169	LOC100490281
rna35170	LOC100490281
rna34555	Xetrov90028978m.g
rna53418	sia2
rna59785	LOC101734831
rna38465	sia1
rna44946	sia3
rna49504	LOC100490626
rna20057	cops6
rna20059	cops6
rna20058	cops6
rna20060	cops6
rna2212	mcm7
rna2211	mcm7
rna54765	mir25-1
rna54766	mir25-1
rna54841	mir93a
rna54842	mir93a
rna11892	ap4m1
rna11891	ap4m1
rna11893	ap4m1
rna26207	stag3
rna26206	stag3
rna26208	stag3
rna26209	stag3
rna36084	gpc2
rna29123	Xetrov90028989m.g
rna57072	LOC101735017
rna57005	LOC100494299
rna48493	LOC108644742
rna42259	LOC100494139
rna50661	LOC105945416
rna63290	LOC100494462
rna8179	gal3st4-like.1
rna8177	gal3st4-like.1
rna8180	gal3st4-like.1
rna8181	gal3st4-like.1
rna8182	gal3st4-like.1
rna8178	gal3st4-like.1
rna8183	gal3st4-like.1
rna54882	LOC108644743
rna32457	Xetrov90028997m.g
rna63785	LOC101731443
rna59452	LOC101735139
rna59453	LOC101735139
rna59454	LOC101735139
rna59455	LOC101735139
rna47344	LOC100494937
rna29308	Xetrov90029001m.g
rna350	gal3st4-like.2
rna351	gal3st4-like.2
rna352	gal3st4-like.2
rna353	gal3st4-like.2
rna349	gal3st4-like.2
rna354	gal3st4-like.2
rna355	gal3st4-like.2
rna356	gal3st4-like.2
rna357	gal3st4-like.2
rna51870	c7orf43
rna48667	LOC733758
rna12495	LOC100493138
rna12494	LOC100493138
rna64171	LOC100145782
rna25112	LOC100493299
rna25113	LOC100493299
rna47257	mblac1
rna47258	mblac1
rna49930	taf6
rna49932	taf6
rna49931	taf6
rna49933	taf6
rna49934	taf6
rna29054	LOC100495090
rna32113	LOC100495090
rna34803	LOC100495090
rna27719	Xetrov90029009m.g
rna36764	mogat2.1
rna34646	Xetrov90029011m.g
rna39113	mogat3
rna20782	nat16
rna20781	nat16
rna20783	nat16
rna20784	nat16
rna37228	LOC100491420
rna46463	LOC101730755
rna32528	LOC100491247
rna50098	LOC100490569
rna1178	LOC100145100
rna1177	LOC100145100
rna28481	Xetrov90029019m.g
rna36101	LOC100490911
rna32108	Xetrov90029021m.g
rna54919	LOC100490742
rna42632	LOC100495706
rna447	LOC100127817
rna448	LOC100127817
rna449	LOC100127817
rna446	LOC100127817
rna450	LOC100127817
rna36732	vgf
rna57765	ap1s1
rna9903	serpine1
rna9902	serpine1
rna9904	serpine1
rna34136	LOC100495872
rna52571	glipr2
rna32548	LOC100497031
rna60246	LOC101731931
rna4478	mrpl41
rna4479	mrpl41
rna4477	mrpl41
rna4480	mrpl41
rna47650	dph7
rna32250	Xetrov90029035m.g
rna32815	Xetrov90029035m.g
rna49650	LOC100127682
rna36369	otof
rna58650	drc1
rna27903	Xetrov90029039m.g
rna28195	Xetrov90029040m.g
rna60262	LOC101730726
rna42163	LOC101730862
rna38010	LOC108645506
rna29129	Xetrov90029043m.g
rna50405	LOC101732125
rna34931	Xetrov90029045m.g
rna51144	LOC101730994
rna1392	try10
rna1391	try10
rna17037	prss1-like.2
rna17038	prss1-like.2
rna60887	LOC105945797
rna18370	LOC105945798
rna18369	LOC105945798
rna18371	LOC105945798
rna18367	LOC105945798
rna18368	LOC105945798
rna50738	LOC100498083
rna42564	LOC101730988
rna42565	LOC101730988
rna42566	LOC101730988
rna42567	LOC101730988
rna42568	LOC101730988
rna17826	prss2
rna17827	prss2
rna26473	LOC496623
rna26474	LOC496623
rna26472	LOC496623
rna4052	LOC101730924
rna4051	LOC101730924
rna4053	LOC101730924
rna28503	LOC101730871
rna43341	LOC108645507
rna34199	Xetrov90029059m.g
rna48209	LOC100491738
rna55966	LOC100488536
rna7080	LOC101732468
rna7079	LOC101732468
rna3711	adra1b
rna3710	adra1b
rna31366	il12b
rna38442	LOC101732642
rna38443	LOC101732642
rna34228	Xetrov90029065m.g
rna31514	Xetrov90029066m.g
rna35363	LOC105946140
rna29330	Xetrov90029067m.g
rna44487	LOC101733172
rna34562	Xetrov90029067m.g
rna50638	arhgef3.2
rna50639	arhgef3.2
rna27073	fam208a
rna27074	fam208a
rna27072	fam208a
rna45552	ccdc66
rna45553	ccdc66
rna45554	ccdc66
rna56476	erc2
rna27661	Xetrov90029075m.g
rna33932	Xetrov90029076m.g
rna33452	Xetrov90029077m.g
rna28784	Xetrov90029078m.g
rna31375	Xetrov90029079m.g
rna34064	Xetrov90029080m.g
rna34617	Xetrov90029081m.g
rna30432	Xetrov90029082m.g
rna34628	Xetrov90029083m.g
rna28817	Xetrov90029084m.g
rna34759	Xetrov90029085m.g
rna32029	Xetrov90029086m.g
rna28579	Xetrov90029087m.g
rna33321	Xetrov90029088m.g
rna33784	Xetrov90029088m.g
rna27897	Xetrov90029089m.g
rna31714	Xetrov90029090m.g
rna30764	Xetrov90029091m.g
rna29938	Xetrov90029092m.g
rna32781	Xetrov90029093m.g
rna31931	Xetrov90029094m.g
rna34832	Xetrov90029095m.g
rna27705	Xetrov90029096m.g
rna30525	Xetrov90029097m.g
rna29730	Xetrov90029098m.g
rna32544	Xetrov90029099m.g
rna31722	Xetrov90029100m.g
rna31098	Xetrov90029101m.g
rna32089	Xetrov90029102m.g
rna29549	Xetrov90029103m.g
rna30608	Xetrov90029104m.g
rna31578	Xetrov90029105m.g
rna32709	Xetrov90029106m.g
rna33746	Xetrov90029107m.g
rna33001	Xetrov90029108m.g
rna34020	Xetrov90029109m.g
rna31382	Xetrov90029110m.g
rna40899	LOC101731110
rna51262	LOC101731177
rna32066	Xetrov90029112m.g
rna30941	Xetrov90029112m.g
rna51123	tbx15
rna46690	LOC101731240
rna42074	LOC101731300
rna59496	LOC101731357
rna44159	LOC101731611
rna40147	fam219a
rna23829	LOC101731724
rna23828	LOC101731724
rna34546	Xetrov90029118m.g
rna34635	Xetrov90029119m.g
rna31440	Xetrov90029120m.g
rna34189	Xetrov90029121m.g
rna29489	Xetrov90029122m.g
rna30066	Xetrov90029123m.g
rna29405	Xetrov90029124m.g
rna28837	Xetrov90029125m.g
rna34661	Xetrov90029126m.g
rna33212	Xetrov90029127m.g
rna32600	Xetrov90029128m.g
rna31916	Xetrov90029128m.g
rna32746	Xetrov90029129m.g
rna28972	Xetrov90029130m.g
rna31544	Xetrov90029131m.g
rna31032	Xetrov90029132m.g
rna30205	Xetrov90029133m.g
rna34850	Xetrov90029133m.g
rna57218	gli2
rna52742	LOC101731879
rna63065	LOC108645509
rna32360	Xetrov90029136m.g
rna35013	zscan2
rna35014	zscan2
rna35015	zscan2
rna33554	LOC101730572
rna40110	LOC105945948
rna28881	LOC101730572
rna51765	LOC108645265
rna64366	LOC101735104
rna41300	LOC105946008
rna31288	Xetrov90029139m.g
rna29241	LOC101733080
rna29460	LOC100489805
rna52253	LOC105946622
rna52254	LOC105946622
rna31302	LOC100494959
rna30556	Xetrov90029144m.g
rna40011	LOC101734525
rna40012	LOC101734525
rna46440	spcs2
rna60259	LOC101734567
rna32989	LOC101730344
rna36992	LOC101730344
rna43894	LOC101730288
rna31498	LOC101730226
rna34408	Xetrov90029148m.g
rna33261	LOC101735251
rna49185	LOC101735195
rna28452	Xetrov90029151m.g
rna34589	Xetrov90029152m.g
rna29273	Xetrov90029153m.g
rna30496	Xetrov90029154m.g
rna27694	Xetrov90029155m.g
rna30909	Xetrov90029156m.g
rna55500	LOC100489228
rna61684	LOC100489384
rna29514	Xetrov90029159m.g
rna48982	LOC100489544
rna31577	LOC100489705
rna46261	LOC100489874
rna39806	LOC101734834
rna60497	LOC100488285
rna50233	LOC100497299
rna52975	LOC100497132
rna42992	LOC101734592
rna36303	LOC100496660
rna36304	LOC100496660
rna36305	LOC100496660
rna36306	LOC100496660
rna55857	LOC100496816
rna56276	LOC100498228
rna60462	LOC100498381
rna35625	LOC100498544
rna43351	LOC100485036
rna51120	LOC101734184
rna57660	LOC101734114
rna38491	LOC101734061
rna44984	LOC105946689
rna54207	LOC100485506
rna60635	LOC100485649
rna41755	LOC100485793
rna45634	slco2b1
rna27678	LOC100497916
rna41762	LOC101732274
rna50609	LOC101732335
rna54305	LOC105946688
rna47831	LOC100486100
rna61238	or52r1
rna28573	Xetrov90029188m.g
rna54737	LOC100486243
rna45420	LOC101733720
rna38843	LOC100486392
rna1375	LOC100488390
rna47987	LOC100486544
rna56189	LOC100486700
rna61054	LOC101733435
rna39179	LOC101733362
rna28739	Xetrov90029196m.g
rna40264	LOC100486862
rna29722	Xetrov90029197m.g
rna17979	LOC101733187
rna13832	LOC100487016
rna57726	LOC100487169
rna49823	LOC100497290
rna42108	LOC100497451
rna40060	LOC105946687
rna46434	LOC100497608
rna52745	cdk4
rna58393	LOC108644766
rna35575	LOC100486055
rna49498	LOC100486201
rna46506	arrb1
rna46507	arrb1
rna30093	Xetrov90029208m.g
rna34538	Xetrov90029208m.g
rna30637	Xetrov90029209m.g
rna32806	Xetrov90029210m.g
rna41962	arhgef3.1
rna35172	LOC101732181
rna27923	Xetrov90029212m.g
rna34526	Xetrov90029213m.g
rna43051	LOC101732243
rna43989	klhdc7a
rna43988	klhdc7a
rna27793	Xetrov90029215m.g
rna31912	Xetrov90029216m.g
rna34922	Xetrov90029216m.g
rna52587	LOC101732352
rna34516	Xetrov90029218m.g
rna33808	znf512b
rna34169	Xetrov90029220m.g
rna28694	Xetrov90029220m.g
rna8286	LOC100487175
rna8285	LOC100487175
rna36680	ufc1
rna59493	LOC105945801
rna59494	LOC105945801
rna59495	LOC105945801
rna55318	usp21
rna43531	LOC100486704
rna60897	LOC105945802
rna30099	Xetrov90029225m.g
rna39220	LOC101734364
rna39221	LOC101734364
rna28501	LOC101734364
rna32912	Xetrov90029227m.g
rna29252	Xetrov90029227m.g
rna30419	Xetrov90029227m.g
rna31606	Xetrov90029228m.g
rna49615	LOC105945805
rna56085	LOC101734569
rna55049	LOC105945806
rna28861	Xetrov90029229m.g
rna30416	Xetrov90029230m.g
rna61285	LOC100495147
rna33326	Xetrov90029231m.g
rna42014	LOC100486242
rna57147	LOC108645510
rna39258	LOC101732590
rna11898	areg
rna11899	areg
rna37604	ereg
rna37605	ereg
rna6088	epgn
rna6086	epgn
rna6087	epgn
rna44821	mthfd2l
rna33777	Xetrov90029239m.g
rna28054	Xetrov90029240m.g
rna14870	cxcl2
rna14869	cxcl2
rna39615	LOC101734307
rna14875	cxcl8
rna14874	cxcl8
rna49092	LOC100498389
rna21094	LOC100498234
rna21093	LOC100498234
rna17072	LOC101730379
rna17071	LOC101730379
rna56034	rassf6
rna56035	rassf6
rna49874	cars2
rna43056	LOC101732943
rna43057	LOC101732943
rna37185	LOC101732409
rna59549	ankrd17
rna59547	ankrd17
rna59545	ankrd17
rna59550	ankrd17
rna59546	ankrd17
rna59548	ankrd17
rna23152	cox18
rna23153	cox18
rna23150	cox18
rna23154	cox18
rna23155	cox18
rna23151	cox18
rna23156	cox18
rna37842	adamts3
rna62983	npffr2
rna32223	Xetrov90029257m.g
rna54683	gc
rna58043	slc4a4
rna58044	slc4a4
rna58045	slc4a4
rna47969	LOC105945456
rna34101	Xetrov90029260m.g
rna42907	LOC100490785
rna20630	LOC100490277
rna20631	LOC100490277
rna3718	LOC100490108
rna3719	LOC100490108
rna38407	sdad1
rna59322	LOC105945457
rna51450	LOC101734016
rna48506	LOC108645266
rna50946	LOC108645268
rna50948	LOC108645268
rna50947	LOC108645268
rna50949	LOC108645268
rna50950	LOC108645268
rna50951	LOC108645268
rna57289	LOC101731949
rna32592	Xetrov90029266m.g
rna63068	LOC105946594
rna63069	LOC105946594
rna63070	LOC105946594
rna57001	LOC108645267
rna42158	LOC108645269
rna42159	LOC108645269
rna36653	LOC101733200
rna36654	LOC101733200
rna36652	LOC101733200
rna28366	Xetrov90029268m.g
rna41172	LOC101731586
rna64326	LOC105947337
rna4172	vegfa
rna4171	vegfa
rna4173	vegfa
rna4176	vegfa
rna4174	vegfa
rna4175	vegfa
rna4177	vegfa
rna4170	vegfa
rna4178	vegfa
rna4179	vegfa
rna8123	LOC101732748
rna8122	LOC101732748
rna29647	Xetrov90029272m.g
rna38361	LOC101732901
rna38871	creb3l4
rna58354	lingo4
rna60413	rorc
rna37337	LOC101735170
rna54067	ambp
rna24227	LOC101732983
rna24228	LOC101732983
rna43551	phf2
rna50248	LOC105945808
rna39634	LOC108645511
rna63709	LOC105945809
rna25580	stx3
rna25581	stx3
rna25582	stx3
rna25583	stx3
rna10834	LOC101733120
rna10833	LOC101733120
rna51329	LOC101733159
rna32996	LOC101733205
rna46936	LOC101734879
rna46937	LOC101734879
rna46935	LOC101734879
rna46938	LOC101734879
rna46939	LOC101734879
rna29768	Xetrov90029285m.g
rna31607	Xetrov90029286m.g
rna29986	Xetrov90029287m.g
rna32639	Xetrov90029288m.g
rna27631	Xetrov90029289m.g
rna34174	Xetrov90029290m.g
rna59344	LOC101733270
rna38190	LOC105946145
rna28944	Xetrov90029292m.g
rna33626	Xetrov90029293m.g
rna30903	Xetrov90029293m.g
rna27901	Xetrov90029294m.g
rna45545	LOC101733336
rna30885	Xetrov90029296m.g
rna2199	adra2c
rna2200	adra2c
rna28106	Xetrov90029298m.g
rna16373	hmx1
rna16374	hmx1
rna62702	soho1
rna62703	soho1
rna27777	Xetrov90029301m.g
rna34098	Xetrov90029302m.g
rna7109	cpz
rna7110	cpz
rna7111	cpz
rna7112	cpz
rna6576	gpr78
rna6575	gpr78
rna60951	prpf4
rna38785	LOC101733458
rna59955	dut
rna53568	clcnkb
rna61612	gigyf1
rna34450	Xetrov90029311m.g
rna38793	LOC105945814
rna38492	LOC105945813
rna21002	LOC101733579
rna21001	LOC101733579
rna46911	LOC101733610
rna32443	Xetrov90029315m.g
rna42821	LOC101733756
rna59583	dlk2
rna54344	abcc10
rna54345	abcc10
rna46107	znf318
rna46106	znf318
rna46105	znf318
rna33631	Xetrov90029320m.g
rna8819	LOC101733858
rna60723	en1
rna60727	LOC100497875
rna19388	LOC100485340
rna55863	znf782
rna57692	LOC100490853
rna35227	LOC100490687
rna45423	LOC100490750
rna51499	LOC105945436
rna54060	LOC108644781
rna64067	LOC101730986
rna40869	LOC101730918
rna33732	Xetrov90029326m.g
rna28657	Xetrov90029327m.g
rna40999	LOC105945443
rna62477	LOC101732039
rna50610	LOC105945432
rna42251	LOC100488737
rna37151	LOC108644501
rna57960	LOC101730780
rna60794	LOC108644776
rna23913	LOC101730715
rna23912	LOC101730715
rna62213	LOC101732212
rna62214	LOC101732212
rna53883	LOC108644772
rna30294	Xetrov90029330m.g
rna40904	LOC105945440
rna18426	LOC105945437
rna2944	LOC101730426
rna2943	LOC101730426
rna48168	LOC108644771
rna48169	LOC108644771
rna48170	LOC108644771
rna32612	Xetrov90029332m.g
rna45837	LOC108644773
rna8659	LOC101735263
rna47227	znf717
rna38056	LOC108644774
rna64204	LOC101731227
rna28615	Xetrov90029334m.g
rna53945	LOC108644777
rna38209	LOC100494584
rna57780	LOC105945439
rna30656	Xetrov90029335m.g
rna61723	LOC108644778
rna44158	LOC105945434
rna41228	zfp2
rna60921	LOC108644767
rna50879	LOC108644779
rna43663	LOC108644780
rna7711	LOC101731291
rna7712	LOC101731291
rna38458	LOC108644775
rna49329	zfp160
rna49330	zfp160
rna55844	LOC108644768
rna58242	LOC105945435
rna35317	LOC108644769
rna34755	Xetrov90029339m.g
rna45486	LOC100487962
rna33247	LOC101731444
rna51580	hist1h2aj
rna36823	LOC105945441
rna30427	LOC101734247
rna59807	LOC108644770
rna64068	LOC101731620
rna28534	Xetrov90029345m.g
rna43520	LOC100487632
rna33788	Xetrov90029347m.g
rna29794	Xetrov90029348m.g
rna54812	LOC108644782
rna61264	LOC101731738
rna28190	Xetrov90029349m.g
rna27763	Xetrov90029350m.g
rna60968	LOC100486653
rna28785	Xetrov90029351m.g
rna54489	LOC100493706
rna32325	Xetrov90029353m.g
rna30079	Xetrov90029354m.g
rna30492	Xetrov90029355m.g
rna44745	LOC101732003
rna28064	LOC101735242
rna62765	il11ra
rna52575	LOC100494272
rna29474	Xetrov90029358m.g
rna31379	Xetrov90029359m.g
rna54395	phf24
rna30573	Xetrov90029359m.g
rna51104	cks1b
rna20430	znf687
rna20431	znf687
rna28307	Xetrov90029364m.g
rna9768	myo1e.2
rna9769	myo1e.2
rna48131	LOC101734123
rna23398	LOC101734163
rna23399	LOC101734163
rna40036	LOC101734209
rna46186	LOC101734278
rna56849	LOC101734342
rna31071	Xetrov90029367m.g
rna63016	preb
rna26967	LOC100489081
rna26966	LOC100489081
rna29790	LOC101732292
rna6213	plscr4
rna6211	plscr4
rna6212	plscr4
rna6214	plscr4
rna38518	LOC101732042
rna38519	LOC101732042
rna29389	Xetrov90029373m.g
rna18319	clec10a
rna18320	clec10a
rna18321	clec10a
rna18322	clec10a
rna18324	clec10a
rna18323	clec10a
rna18325	clec10a
rna18326	clec10a
rna11	LOC100488747
