gene10841	Xetrov90000001m.g
gene30273	lace1
gene3988	snx3
gene24758	nr2e1
gene19339	LOC108647674
gene1204	ostm1
gene30980	sec63
gene16348	scml4
gene22753	sobp
gene14204	Xetrov90014087m.g
gene25485	pdss2
gene2787	bend3
gene19465	c6orf203
gene4399	LOC100490489
gene1121	qrsl1
gene5271	rtn4ip1
gene17539	aim1
gene31042	LOC101733526
gene11049	Xetrov90014101m.g
gene25786	pacrg
gene427	atg5
gene1672	prdm1
gene11287	Xetrov90014107m.g
gene19068	LOC105947403
gene10572	Xetrov90014108m.g
gene24201	prep
gene3862	popdc3
gene30137	bves
gene3492	lin28b
gene12368	Xetrov90014114m.g
gene3715	hace1
gene14025	Xetrov90014117m.g
gene1968	grik2
gene12676	Xetrov90014121m.g
gene14199	Xetrov90014122m.g
gene26529	htr1b
gene30462	mei4
gene2800	smim12
gene22565	phip
gene3883	hmgn3
gene2779	lca5
gene3435	sh3bgrl2
gene20421	LOC100497007
gene523	elovl4
gene4999	ddx43
gene1045	ttk
gene19950	nr0b2
gene5745	bckdhb
gene33144	LOC108647675
gene1956	fam46a
gene20803	LOC105947396
gene2094	ibtk
gene7629	irf6.2
gene1260	irf6
gene7708	tpbg
gene26709	LOC108647676
gene11319	Xetrov90014145m.g
gene4361	ube3d
gene15268	LOC549454
gene32082	dopey1
gene5230	ndufaf4
gene1655	pgm3
gene5602	rwdd2a
gene30057	me1
gene19514	prss35
gene2324	snap91
gene33258	ripply2.1
gene29189	ripply2.2
gene15769	LOC100487665
gene20553	LOC100494419
gene6145	cyp3a4
gene14066	Xetrov90014168m.g
gene9928	Xetrov90014168m.g
gene11762	Xetrov90014168m.g
gene14420	Xetrov90014168m.g
gene13874	Xetrov90014168m.g
gene9292	Xetrov90014168m.g
gene14032	Xetrov90014168m.g
gene13440	Xetrov90014168m.g
gene8827	Xetrov90014168m.g
gene15528	Xetrov90014168m.g
gene14843	Xetrov90014168m.g
gene31084	LOC100487560
gene9687	Xetrov90014170m.g
gene10447	Xetrov90014170m.g
gene14817	LOC101734998
gene16860	LOC100487257
gene22758	LOC108647630
gene26670	LOC108647609
gene23747	cd109
gene28822	LOC105947394
gene13840	Xetrov90014174m.g
gene34083	LOC108647631
gene14617	LOC100487882
gene11691	Xetrov90014176m.g
gene20570	col12a1
gene3128	cox7a2
gene31309	tmem30a
gene8463	filip1
gene22849	senp6
gene8853	senp6
gene11618	Xetrov90014182m.g
gene28231	myo6
gene15472	Xetrov90014183m.g
gene33237	impg1
gene19914	cep162
gene33116	LOC100486148
gene28109	ube2j1
gene5755	rragd
gene31178	ankrd6
gene26167	mdn1
gene11123	Xetrov90014207m.g
gene171	casp8ap2
gene12697	Xetrov90014209m.g
gene27280	gja10
gene22115	bach2
gene14353	Xetrov90014211m.g
gene16652	map3k7
gene8729	LOC100496059
gene30371	epha7
gene19672	LOC108647677
gene6845	LOC108647678
gene25626	manea
gene24843	fut9
gene7162	LOC100485774
gene7383	ufl1
gene1330	fhl5
gene17174	gpr63
gene24773	klhl32
gene15992	mms22l
gene8730	Xetrov90014229m.g
gene5698	pou3f2
gene26319	faxc
gene7200	coq3
gene4607	pnisr
gene2728	LOC108647679
gene15810	gabrr1
gene3030	pm20d2
gene31611	srsf12
gene18632	rngtt
gene19357	cnr1
gene19319	akirin2
gene25472	orc3
gene8234	rars2
gene17251	slc35a1
gene485	smim8
gene4088	gjb7
gene19141	znf292
gene347	cga
gene26750	htr1e
gene1994	syncrip
gene23632	snx14
gene17504	nt5e
gene16286	LOC105947398
gene13974	LOC100489196
gene30663	tbx18
gene23931	LOC108647680
gene20045	mrap2
gene27972	cyb5r4
gene21667	fam83b
gene8449	hcrtr2
gene9834	gfral
gene33270	hmgcll1
gene2483	bmp5
gene30075	col21a1
gene27423	LOC100497103
gene24735	dst
gene18780	LOC108647681
gene32011	LOC105947390
gene5942	LOC105947307
gene26656	LOC105947391
gene33717	LOC101733374
gene2230	LOC101732701
gene230	bag2
gene6511	rab23
gene19865	prim2
gene9640	prim2
gene6125	LOC108647682
gene30211	khdrbs2
gene2739	LOC100486129
gene17820	LOC108647683
gene32202	lgsn
gene28138	ptp4a1
gene25339	phf3
gene30578	LOC101734945
gene24696	LOC108647632
gene25150	LOC108647684
gene14558	Xetrov90014299m.g
gene32858	adgrb3
gene19521	lmbrd1
gene30683	col19a1
gene17027	LOC108647685
gene8668	Xetrov90014305m.g
gene24864	LOC108647686
gene4695	col9a1
gene23388	fam135a
gene7685	c6orf57
gene29272	smap1
gene755	b3gat2
gene20681	LOC108647633
gene34188	LOC101734007
gene8276	ogfrl1
gene31710	mir30c-2
gene28674	mir30a
gene6986	asrgl1
gene8963	Xetrov90014321m.g
gene31413	rims1
gene27919	LOC105947393
gene23772	LOC105947348
gene19593	kcnq5
gene3351	mb21d1
gene23261	trnaa-cgc
gene313	eef1a1
gene7396	slc17a5
gene29392	LOC100487882
gene14183	Xetrov90014332m.g
gene24764	LOC108647687
gene32414	LOC100487726
gene13553	Xetrov90014332m.g
gene17121	LOC105945482
gene22287	LOC105947308
gene17087	angpt2
gene22428	fndc3b
gene13848	Xetrov90014339m.g
gene14664	Xetrov90014339m.g
gene32281	ghsr
gene19067	LOC101734050
gene23692	tnfsf10
gene2522	nceh1
gene34228	ect2
gene19225	LOC101733987
gene33991	LOC105947380
gene27809	nlgn1
gene23832	naaladl2
gene30815	tbl1xr1
gene26228	kcnmb2
gene261	zmat3
gene7840	pik3ca
gene33429	kcnmb3
gene1607	znf639
gene2326	LOC108647634
gene908	mfn1
gene27860	gnb4
gene25331	actl6a
gene3301	mrpl47
gene2258	ndufb5
gene2159	usp13
gene11897	Xetrov90014367m.g
gene25386	pex5l
gene6930	ttc14
gene1465	ccdc39
gene18516	fxr1
gene31501	LOC101734472
gene1910	sox2
gene11130	Xetrov90014376m.g
gene21239	atp11b
gene15908	LOC105947379
gene4570	dcun1d1
gene948	mccc1
gene57	lamp3
gene16188	atp13a-like
gene6054	hrasls
gene29228	atp13a5
gene16793	atp13a4
gene20902	opa1
gene7941	hes1
gene27898	cpn2
gene14710	LOC101732575
gene7827	gp5
gene22292	atp13a3
gene1051	tmem44
gene2846	lsg1
gene582	fam43a
gene30998	LOC105947297
gene21156	LOC100494190
gene16008	xxylt1
gene11096	Xetrov90014399m.g
gene31398	acap2
gene1530	ppp1r2
gene22135	LOC100497276
gene8089	bdh1
gene27738	dlg1
gene2726	mfi2
gene19452	pigz
gene2707	LOC108647610
gene1906	ncbp2
gene2657	senp5
gene25341	LOC105947370
gene5882	ahsg
gene5276	fetub
gene4053	hrg
gene26131	kng1
gene3469	eif4a2
gene2613	rfc4
gene20105	mcf2l.2
gene5521	b3gnt5
gene416	LOC105947296
gene11295	Xetrov90014422m.g
gene15319	Xetrov90014422m.g
gene26862	LOC100496476
gene18554	LOC101733684
gene26600	LOC100497259
gene21200	zan
gene2319	mb21d2
gene31738	fgf12
gene14572	Xetrov90014430m.g
gene1899	ccdc50
gene29482	ncaph
gene3613	uts2b
gene24971	ostn
gene29456	gmnc
gene7533	il1rap
gene4938	cldn16
gene4151	cldn1
gene5663	p3h2
gene30880	tp63
gene16641	tprg1
gene9770	Xetrov90014444m.g
gene27430	lpp
gene304	bcl6
gene17292	LOC100486511
gene6737	sst
gene25133	masp1
gene8859	Xetrov90014452m.g
gene30765	LOC101734090
gene7130	rtp3
gene732	LOC100496614
gene4125	LOC100498201
gene11628	Xetrov90014457m.g
gene32801	mecom
gene30573	golim4
gene11139	Xetrov90014470m.g
gene17358	LOC101734375
gene24090	LOC101731180
gene29359	LOC105947301
gene18155	LOC108647611
gene23454	LOC105947382
gene22054	LOC101731220
gene27323	serpini1
gene16009	pdcd10
gene5430	wdr49
gene4918	serpini2
gene977	zbbx
gene10174	Xetrov90014481m.g
gene29179	bche
gene23908	LOC105947343
gene18958	slitrk3
gene32086	mgam
gene17139	otol1
gene31586	sptssb
gene5625	nmd3
gene7384	ppm1l
gene3187	arl14
gene4231	kpna4
gene30960	trim59
gene5951	smc4
gene15913	mir16b
gene21344	mir15b
gene28912	ift80
gene33977	c3orf80
gene32510	LOC101734580
gene6648	schip1
gene5241	mfsd1
gene175	rarres1
gene29481	gfm1
gene4378	lxn
gene19176	LOC101734642
gene7049	mlf1
gene29746	LOC105947303
gene17576	rsrc1
gene3352	shox2
gene26038	LOC101734693
gene12335	Xetrov90014508m.g
gene2826	pqlc2l
gene25408	veph1
gene31840	ptx3
gene12048	LOC101732299
gene17459	LOC101732478
gene3202	ccnl1
gene31829	lekr1
gene13080	Xetrov90014516m.g
gene7539	tiparp
gene1414	ssr3
gene30755	kcnab1
gene16225	LOC101732751
gene15815	vn2r1p
gene29172	LOC100496766
gene5497	gmps
gene1451	slc33a1
gene32487	c5h3orf33
gene27114	plch1
gene20845	LOC105947304
gene33964	mme
gene30298	gpr149
gene3281	dhx36
gene28865	arhgef26
gene15610	Xetrov90014529m.g
gene14423	Xetrov90014530m.g
gene10016	LOC101733460
gene2694	rap2b
gene2803	p2ry1
gene22800	mbnl1
gene31211	LOC100485135
gene27056	LOC100485409
gene20869	LOC100485245
gene16792	sucnr1
gene9316	Xetrov90014539m.g
gene28422	LOC100494352
gene23968	LOC100494196
gene641	aadac
gene25000	igsf10
gene31723	p2ry12
gene456	p2ry13
gene3305	gpr87
gene16939	p2ry14
gene25103	adarb2
gene21061	wdr37
gene907	idi1
gene6069	gtpbp4
gene24389	larp4b
gene29653	LOC100497302
gene14058	Xetrov90014554m.g
gene6651	tmem212
gene19373	pld1
gene12899	Xetrov90014556m.g
gene22574	tnik
gene7995	slc2a2
gene1790	eif5a
gene32	rpl22l1
gene8286	slc7a14
gene9365	Xetrov90014567m.g
gene13766	Xetrov90014568m.g
gene2166	cldn11
gene10308	Xetrov90014570m.g
gene2970	skil
gene31159	prkci
gene8301	phc3
gene3296	gpr160
gene5061	sec62
gene21613	samd7
gene1243	lrrc31
gene32136	lrriq4
gene17644	lrrc34
gene23499	mynn
gene23287	nmur1
gene12173	Xetrov90014583m.g
gene15011	Xetrov90014584m.g
gene5529	ptma
gene33850	LOC105947374
gene2436	pde6d
gene3901	pde6d
gene22217	cops7b
gene6041	nppc
gene33585	dis3l2
gene7916	alpi.2
gene23699	alpi.1
gene33024	ecel1
gene13224	Xetrov90014597m.g
gene16602	LOC100498108
gene21812	LOC105947375
gene25294	prss56
gene4593	chrnd
gene2903	chrng
gene20325	LOC100497953
gene2321	MGC89871
gene6283	kiaa0226-like
gene14552	phr
gene29913	phr
gene26353	LOC101733551
gene6299	LOC108647690
gene15983	LOC105947373
gene19539	LOC108647612
gene25979	LOC108647613
gene30696	LOC101733293
gene9093	LOC101733293
gene14307	LOC101733293
gene13665	Xetrov90014611m.g
gene13031	Xetrov90014612m.g
gene15656	Xetrov90014618m.g
gene11016	Xetrov90014619m.g
gene24197	LOC105946137
gene657	LOC108647691
gene12115	LOC101733551
gene33816	LOC108647614
gene28142	LOC108647692
gene32702	LOC100485319
gene9967	Xetrov90014625m.g
gene14360	Xetrov90014626m.g
gene11462	LOC101731200
gene29778	muc4
gene26807	LOC100485006
gene5438	tnk2
gene17056	tfrc
gene30303	LOC105947372
gene26149	slc51a
gene3018	pcyt1a
gene4463	tctex1d2
gene32910	pdcd1
gene12808	Xetrov90014636m.g
gene22514	surf4.2
gene7492	b3gnt7
gene33348	LOC105947299
gene3325	armc9
gene5802	psmd1
gene26696	htr2b
gene11499	Xetrov90014641m.g
gene30805	c5h2orf72
gene7066	rpl35a
gene249	iqcg
gene33332	lrch3
gene27692	LOC105947376
gene5739	fyttd1
gene3316	capn10
gene27315	rnpepl1
gene20413	abcc5
gene16727	LOC105947377
gene33477	htr3c
gene29369	eif2b5
gene23608	dvl3
gene18734	ap2m1
gene140	LOC100489842
gene2449	abcf3
gene5902	LOC100490020
gene16318	LOC101732574
gene21022	ccdc150
gene21034	vwa5b2
gene2706	alg3
gene7623	ttc16
gene28924	LOC100488253
gene23647	camk2n2
gene6038	LOC100490540
gene4535	ece2
gene4810	psmd2
gene11473	Xetrov90014674m.g
gene27885	eif4g1
gene1398	fam131a
gene3500	clcn2
gene6898	chrd
gene201	thpo
gene4883	polr2h
gene16990	teddm1
gene22951	LOC733858
gene4106	ephb3
gene11740	Xetrov90014690m.g
gene18636	tdrp
gene15396	Xetrov90014693m.g
gene22803	dlgap2
gene28964	LOC108647693
gene33914	cln8
gene15804	arhgef10
gene21362	kbtbd11
gene26358	myom2
gene18643	csmd1
gene23282	mcph1
gene30183	angpt2
gene15309	LOC100495122
gene9228	LOC100495122
gene8665	Xetrov90014706m.g
gene4246	agpat5
gene5888	tmem14a
gene16578	LOC100496158
gene15092	Xetrov90014712m.g
gene2952	gsta4
gene27557	ick
gene4792	fbxo9
gene3126	gcm1
gene24405	LOC105947389
gene29876	elovl5
gene4185	gclc
gene1460	klhl31
gene31827	LOC100497894
gene26687	lrrc1
gene21261	LOC101731554
gene16122	mlip
gene10689	Xetrov90014728m.g
gene3237	gpr171
gene25850	clrn1
gene27628	fam188b2
gene1079	siah2
gene33668	erich6
gene18159	gpr119
gene76	selt
gene28568	eif2a
gene21426	serp1
gene546	tsc22d2
gene5646	pfn2
gene7129	rnf13
gene22077	ankub1
gene2473	rhbdd1
gene20264	irs1
gene25448	LOC108647694
gene9908	Xetrov90014751m.g
gene26730	LOC108647615
gene15694	Xetrov90014753m.g
gene8629	LOC101733225
gene31847	LOC108647616
gene17660	LOC108647617
gene22804	nyap2
gene24125	dock10
gene9080	Xetrov90014759m.g
gene29224	gucy1b2
gene5173	xrn1
gene3294	atr
gene1481	pls1
gene18023	trpc1
gene1808	pcolce2
gene23721	paqr9
gene29188	LOC101732111
gene1812	LOC100492733
gene16812	LOC108647695
gene20926	LOC100490322
gene2762	u2surp
gene1809	chst2
gene32618	LOC101732184
gene28536	LOC101732219
gene29332	slc9a9
gene505	c3orf58
gene609	plod2
gene26693	LOC105947340
gene27239	plscr2
gene23426	plscr1
gene19504	plscr5
gene28345	LOC105947341
gene32276	LOC108647696
gene8413	zic4
gene21633	LOC108647697
gene10151	Xetrov90014779m.g
gene7361	zic1
gene34142	LOC101732988
gene24376	LOC108647635
gene14557	Xetrov90014781m.g
gene1771	agtr1
gene5387	cpb1
gene22349	LOC105947369
gene20252	cpa3
gene33632	gyg1
gene32145	LOC108647698
gene421	hltf
gene12120	Xetrov90014789m.g
gene6136	hps3
gene16605	cp
gene5508	tm4sf18
gene7088	tm4sf1
gene33380	LOC100493771
gene28344	LOC100170490
gene910	tm4sf4
gene22258	wwtr1
gene8478	commd2
gene12564	Xetrov90014802m.g
gene19311	clstn2
gene34048	LOC105945392
gene15077	Xetrov90014805m.g
gene11450	Xetrov90014806m.g
gene2025	slc25a36
gene13577	Xetrov90014808m.g
gene31146	LOC108647699
gene27065	spsb4
gene22221	LOC105948572
gene8105	pxylp1
gene19618	cul3
gene1341	fam124b
gene6488	LOC100145763
gene30437	serpine2
gene11568	Xetrov90014817m.g
gene16925	LOC108647636
gene12340	Xetrov90014818m.g
gene22245	LOC105948434
gene13173	Xetrov90014819m.g
gene7996	epha4
gene12597	Xetrov90014822m.g
gene13861	Xetrov90014823m.g
gene3871	LOC101732582
gene24043	LOC108647700
gene19880	LOC100491450
gene12473	Xetrov90014827m.g
gene30196	pax3
gene19356	LOC105948357
gene24524	sgpp2
gene30940	farsb
gene6620	mogat1-like.2
gene6951	awat1
gene2700	acsl4
gene34184	kcne4
gene11707	Xetrov90014834m.g
gene8895	Xetrov90014835m.g
gene21	scg2
gene269	ap1s3
gene7740	wdfy1
gene2194	LOC100490428
gene25163	polr2d
gene14117	polr2d
gene11230	ammecr1l
gene2969	sap130
gene4689	wdr33
gene22453	gpr17
gene17088	LOC100491953
gene1306	iws1
gene4211	LOC100145345
gene1254	proc
gene24114	dgkd
gene27929	d2hgdh
gene31989	ing5
gene4912	dtymk
gene6450	atg4b
gene21601	thap4
gene28126	bok
gene5051	stk25
gene22151	farp2
gene1978	sept2
gene674	hdlbp
gene6896	ppp1r7
gene23171	pask
gene6899	lamtor3
gene8531	mterfd2
gene5552	sned1
gene17511	crocc2
gene47	agxt
gene26832	LOC100498039
gene25704	kif1a
gene776	trmt10a
gene2317	ilkap
gene7192	fam132b
gene34009	klhl30
gene10019	Xetrov90014891m.g
gene29098	espnl
gene1765	scly
gene1867	sp110
gene12080	Xetrov90014898m.g
gene31477	aire
gene8461	efhd1
gene21229	gigyf2
gene8121	kcnj13
gene5734	c2orf82
gene7522	ngef
gene13707	Xetrov90014905m.g
gene24675	inpp5d
gene8248	atg16l1
gene14331	Xetrov90014908m.g
gene30624	sag
gene6028	plekhb2
gene13959	Xetrov90014912m.g
gene19973	LOC101731884
gene4875	fam168b
gene11489	Xetrov90014915m.g
gene32643	arhgef4
gene13027	LOC101734609
gene31786	amer3
gene11218	Xetrov90014919m.g
gene26187	gpr148
gene21512	klhl6
gene708	klhl24
gene3367	yeats2
gene4599	cldn15.2
gene2519	dusp28
gene6739	ankmy1
gene26487	gpc1
gene10146	Xetrov90014931m.g
gene20942	gpc5
gene14564	Xetrov90014933m.g
gene13353	Xetrov90014934m.g
gene1209	otos
gene6960	myeov2
gene29720	LOC108647701
gene2963	adipoq
gene21653	st6gal1
gene14151	Xetrov90014938m.g
gene31886	trnag-ccc
gene23057	trnag-ccc
gene27536	trnag-ccc
gene32748	trnag-ccc
gene33151	trnag-ccc
gene32048	trnag-ccc
gene18731	trnag-ccc
gene24166	trnag-acc
gene33822	trnag-ccc
gene20754	trnag-ccc
gene26169	trnag-ccc
gene31296	trnag-ccc
gene31845	trnag-ccc
gene18685	trnag-ccc
gene24122	trnag-ccc
gene29286	trnag-ccc
gene29974	trnag-ccc
gene16713	trnag-ccc
gene22036	trnag-ccc
gene27311	trnag-ccc
gene28432	trnag-ccc
gene33656	trnag-ccc
gene20023	trnag-ccc
gene25221	trnag-ccc
gene26377	trnag-ccc
gene21289	trnag-ccc
gene23563	trnag-ccc
gene28734	trnag-ccc
gene26257	trnag-ccc
gene31930	trnag-ccc
gene16217	trnag-ccc
gene21295	trnag-ccc
gene28686	trnag-ccc
gene16080	trnag-ccc
gene18088	trnag-ccc
gene24266	trnag-ccc
gene21051	trnag-ccc
gene16287	trnag-ccc
gene23360	trnag-ccc
gene18173	trnag-ccc
gene33831	trnag-ccc
gene28750	trnag-ccc
gene25569	trnag-ccc
gene19915	trnag-ccc
gene17319	trnag-ccc
gene12121	Xetrov90014940m.g
gene28295	tmtops.2
gene8037	gpr35
gene20297	LOC100490761
gene3512	LOC100490589
gene15357	LOC100490418
gene17313	LOC100490250
gene13313	Xetrov90014949m.g
gene18354	cab39
gene6373	hes6.1
gene8124	hes6.2
gene23200	per2
gene16883	vamp1
gene15426	Xetrov90014956m.g
gene33001	pik3cb
gene25636	foxl2
gene22192	LOC101735032
gene6613	mrps22
gene7427	copb2
gene3981	rbp2
gene2532	rbp1
gene13157	LOC101735032
gene24584	sphkap
gene545	daw1
gene5422	slc19a3-like.1
gene8249	slc19a2
gene26188	LOC100489903
gene8270	slc19a3-like.2
gene7058	mrpl44
gene3449	tm4sf20
gene3635	LOC105948516
gene27735	agfg1
gene31681	LOC100489406
gene17183	LOC100489252
gene21110	mff
gene23380	pid1
gene28512	dner
gene2095	trip12
gene30133	fbxo36
gene16678	slc16a14
gene11272	Xetrov90014996m.g
gene23926	zbtb38
gene3342	rasa2
gene5135	LOC100498622
gene21577	LOC100488775
gene6963	rnf7
gene4412	grk7
gene4351	atp1b3
gene19004	tfdp2
gene30934	gk5
gene17736	rnf168
gene3035	ubxn7
gene6324	LOC105948502
gene20159	tm4sf19
gene23215	neu4
gene28328	gal3st2
gene30966	LOC105945163
gene16210	gal3st3
gene21547	aqp12a
gene14714	Xetrov90015014m.g
gene8108	pak2
gene4276	nrros
gene5383	fbxo45
gene8310	wdr53
gene29873	LOC101730357
gene17613	LOC101730424
gene23903	LOC101730482
gene32458	LOC101734993
gene16899	tf
gene22075	srprb
gene4046	rab6a
gene2349	slco2a1
gene1813	ryk
gene11800	LOC101735051-like
gene28817	megs
gene340	amotl2
gene7239	cep63
gene20837	LOC101730218
gene5281	irak1bp1
gene18301	LOC100494696
gene17473	LOC101730654
gene21279	ephb1
gene25186	LOC105948528
gene8722	Xetrov90015038m.g
gene11276	Xetrov90015040m.g
gene8945	Xetrov90015041m.g
gene34166	LOC100493218
gene19402	LOC100493232
gene23551	LOC100493399
gene31730	LOC101733902
gene17351	LOC101733850
gene17501	LOC100493555
gene32913	LOC100493718
gene18408	dzip1l
gene850	cldn18
gene3513	sox14
gene33126	LOC101733620
gene21549	il20rb
gene664	nck1
gene608	slc35g2
gene26449	stag1
gene6583	pccb
gene32332	msl2
gene17957	ppp2r3a
gene22415	LOC101733733
gene25944	LOC105948565
gene20965	LOC100494455
gene25169	ccl20
gene20257	LOC101733569
gene5551	LOC100493779
gene1442	LOC100493953
gene31517	LOC100494929
gene17184	LOC108647703
gene15620	Xetrov90015069m.g
gene23635	LOC108647702
gene11150	Xetrov90015069m.g
gene3141	uggt1
gene7599	hs6st1
gene29932	LOC108647637
gene8228	fbxo25
gene21647	fam110c
gene6629	sh3yl1
gene14794	Xetrov90015076m.g
gene8202	acp1
gene17069	fam150b
gene6469	tmem18
gene15848	LOC108647645
gene22180	LOC108647638
gene7461	cep19
gene13066	Xetrov90015082m.g
gene29015	sntg2
gene33053	tpo
gene18390	pxdn
gene15410	Xetrov90015086m.g
gene22362	myt1l
gene26403	tssc1
gene2167	trappc12
gene7561	adi1
gene16201	LOC105947386
gene9708	Xetrov90015093m.g
gene30725	LOC108647618
gene28526	LOC105947387
gene24562	LOC100494745
gene22460	LOC100494108
gene31949	LOC100493932
gene31196	MGC146443
gene26344	rnaseh1
gene23502	rps7
gene9631	Xetrov90015100m.g
gene1439	colec11
gene31669	allc
gene9430	Xetrov90015103m.g
gene13653	Xetrov90015104m.g
gene11089	Xetrov90015105m.g
gene10755	Xetrov90015106m.g
gene17288	LOC100494601
gene7652	sox11
gene9331	Xetrov90015108m.g
gene5558	cmpk2
gene18653	rsad2
gene32597	rnf144a
gene28658	LOC105947346
gene24714	LOC108647639
gene32430	LOC108647704
gene27955	id2
gene16376	kidins220
gene5864	mboat2
gene13000	LOC100493281
gene13794	Xetrov90015119m.g
gene26958	asap2
gene3607	itgb1bp1
gene5189	cpsf3
gene5035	iah1
gene18779	adam17
gene5282	ywhaq
gene26663	LOC108647640
gene22705	LOC108647641
gene21855	taf1b
gene17252	LOC108647705
gene14124	Xetrov90015129m.g
gene6313	grhl1
gene1512	klf11
gene7821	MGC147302
gene33099	LOC100485032
gene31660	rrm2.2
gene4454	rrm2.1
gene19014	LOC105947305
gene9387	Xetrov90015135m.g
gene24410	hpcal1
gene13494	Xetrov90015136m.g
gene5377	odc1
gene308	nol10
gene30978	atp6v1c2
gene4441	pdia6
gene2650	kcnf1
gene30481	pgat
gene5163	pqlc3
gene5504	c2orf50
gene19686	rock2
gene33726	LOC100494143
gene285	e2f6
gene21152	greb1
gene17204	ntsr2
gene7185	lpin1
gene10332	Xetrov90015155m.g
gene2852	trib2
gene10583	Xetrov90015159m.g
gene18722	LOC108647642
gene6578	fam84a
gene15754	Xetrov90015161m.g
gene12650	Xetrov90015161m.g
gene13222	Xetrov90015162m.g
gene11069	Xetrov90015162m.g
gene11562	Xetrov90015163m.g
gene8570	Xetrov90015164m.g
gene29309	nbas
gene10901	Xetrov90015166m.g
gene18336	ddx1
gene23440	LOC105947385
gene28749	LOC100487960
gene3789	mycn
gene16067	LOC101735133
gene21368	fam49a
gene10309	Xetrov90015172m.g
gene12670	Xetrov90015173m.g
gene15744	Xetrov90015174m.g
gene6780	vsnl1
gene11901	Xetrov90015175m.g
gene31928	smc6
gene23492	LOC100496941
gene13700	Xetrov90015179m.g
gene26327	smc6
gene30010	gen1
gene13483	gen1
gene1829	msgn1
gene2685	zpax
gene4833	kcns3
gene5482	rdh14
gene3149	nt5c1a
gene11843	Xetrov90015187m.g
gene17843	LOC105948535
gene4584	osr1
gene679	ttc32
gene15596	Xetrov90015190m.g
gene21781	LOC105948521
gene16075	LOC101731904
gene31781	LOC105948571
gene9561	LOC100497424
gene29070	wdr35
gene20969	matn3
gene7266	laptm4a
gene28582	sdc1
gene23469	pum2
gene393	slc7a15
gene8530	rhob
gene21021	LOC108647643
gene25345	hs1bp3
gene25033	trnas-aga
gene17881	gdf7
gene2913	c2orf43
gene32180	apob
gene8123	tdrd15
gene7442	LOC100498356
gene9368	Xetrov90015206m.g
gene11097	Xetrov90015207m.g
gene19275	klhl29
gene6952	LOC100495640
gene5735	atad2b
gene4548	ubxn2a
gene979	mfsd2b
gene26418	c2orf44
gene31544	LOC101731039
gene18474	LOC100496847
gene23564	fkbp1b
gene6658	sf3b6
gene6890	tp53i3
gene6614	LOC100495804
gene1443	pfn4
gene32724	fam228b
gene14283	Xetrov90015222m.g
gene27671	itsn2
gene8732	Xetrov90015224m.g
gene6673	gcfc2
gene5093	mrpl19
gene25587	LOC101730402
gene30654	LOC100489561
gene6903	eva1a
gene28638	spats1
gene9383	Xetrov90015229m.g
gene11935	ptchd4-like
gene11000	Xetrov90015231m.g
gene33954	ptchd4
gene18348	opn5
gene15107	Xetrov90015235m.g
gene18485	LOC105948566
gene23611	cd2ap
gene10223	Xetrov90015238m.g
gene9122	Xetrov90015240m.g
gene2719	tnfrsf21
gene29527	adgrf1
gene13380	Xetrov90015245m.g
gene5757	LOC100487886
gene2720	LOC101730281
gene9419	Xetrov90015249m.g
gene14588	Xetrov90015250m.g
gene5827	LOC108647644
gene27572	LOC101730220
gene19538	LOC108647706
gene12453	Xetrov90015252m.g
gene32736	LOC101735190
gene25434	LOC108647707
